회사명,행정기관명,설립구분명,용지면적(㎡),건축면적(㎡),종업원수,공장규모구분명,공장등록일,용도지역명,지목명,업종명,업종코드,생산품정보,전화번호,정제우편번호,정제도로명주소,정제지번주소,위도,경도
조림섬유산업사,경기도 성남시,일반,266.22,250,13,소기업,19971223,도시지역 / 주거지역 / 제2종일반주거지역,대,편조의복 제조업,14300,의류,031-734-6943,13226,경기도 성남시 중원구 박석로15번길 29,경기도 성남시 중원구 상대원동 1713-1번지,37.43410321,127.1626797
한국기계공업사,경기도 성남시,일반,1270,150,5,소기업,20080218,도시지역 / 주거지역 / 준주거지역,대,공기 조화장치 제조업 외 3 종,"29172, 29173, 29261, 29299","공조기, 콘베이어 등",031-721-2331,,,경기도 성남시 중원구 성남동 4738번지,37.42905547,127.1264382
광성자수,경기도 성남시,일반,0,245.22,5,소기업,19990119,도시지역 / 상업지역 / 일반상업지역,대,자수제품 및 자수용재료 제조업 외 1 종,"13222, 13409",자수제품,031-735-0682,13246,경기도 성남시 중원구 시민로118번길 44,경기도 성남시 중원구 중앙동 912번지,37.44064465,127.149424
(주)넥스트엠,경기도 성남시,일반,338.8,300,8,소기업,20070118,도시지역 / 주거지역 / 준주거지역,대,모자 제조업 외 2 종,"13229, 14491, 15121","귀마개, 가방",02-574-9998,13170,경기도 성남시 중원구 산성대로 430,경기도 성남시 중원구 금광동 4614번지 태종빌딩,37.44999464,127.1596236
(주)아이와나테크,경기도 성남시,일반,0,24,3,소기업,20201006,도시지역 / 주거지역 / 제1종일반주거지역,학교용지,기체 여과기 제조업,29174,공기청정기,070-8259-1810,13174,경기도 성남시 중원구 광명로 377,경기도 성남시 중원구 금광동 2685번지 신구대학 창업관 304호,37.44884585,127.1677011
(주)에스이엘텍,경기도 성남시,창업,42.21,20.21,0,소기업,20210707,도시지역 / 주거지역 / 제1종일반주거지역,학교용지,일반용 전기 조명장치 제조업 외 1 종,"27199, 28422"," LED, 태양광램프/미용성형기기", ,13174,경기도 성남시 중원구 광명로 377,경기도 성남시 중원구 금광동 2685번지 신구대학 창업관 305호,37.44884585,127.1677011
(주)한국워터로직,경기도 성남시,일반,0,75,10,소기업,19980929,도시지역 / 주거지역 / 준주거지역,대,분사기 및 소화기 제조업,29193,정수기,031-733-4300,13175,경기도 성남시 중원구 광명로395번길 5-6,경기도 성남시 중원구 금광동 2655번지,37.44782378,127.1696614
FREE SUPPORT CO,경기도 성남시,일반,120,50,5,소기업,20011213,도시지역 / 주거지역 / 준주거지역,대,그 외 기타 분류 안된 금속 가공 제품 제조업 외 1 종,"25995, 25999",낚시용받침대,031-746-4730,13199,경기도 성남시 중원구 금상로 65,경기도 성남시 중원구 금광동 148번지,37.44099048,127.162954
광덕산업사,경기도 성남시,일반,185,175,20,소기업,19961127,도시지역 / 주거지역 / 제2종일반주거지역,대,셔츠 및 블라우스 제조업 외 1 종,"14191, 14192",의류,031-747-2929,13178,경기도 성남시 중원구 자혜로16번길 49,경기도 성남시 중원구 금광동 3803번지,37.44608294,127.1597091
금광 인타콤,경기도 성남시,일반,96.15,96.15,1,소기업,20070628,도시지역 / 주거지역 / 제2종일반주거지역,대,편조의복 제조업,14300,쉐타,031-735-6456,13192,경기도 성남시 중원구 희망로400번길 21-2,경기도 성남시 중원구 금광동 201번지 1층,37.44177221,127.1620913
다진주얼리,경기도 성남시,일반,115.575,58.75,5,소기업,20170607,도시지역 / 상업지역 / 근린상업지역,대,귀금속 및 관련제품 제조업,33110,패션주얼리 귀금속장신구,031-741-6788,13181,경기도 성남시 중원구 광명로294번길 3,경기도 성남시 중원구 금광동 24번지 3층 다진주얼리,37.44400825,127.1591759
대승섬유,경기도 성남시,일반,186,158,21,소기업,20000222,도시지역 / 주거지역 / 제2종일반주거지역,대,편조의복 제조업,14300,쉐타,031-747-0094,13178,경기도 성남시 중원구 자혜로16번길 59-3,경기도 성남시 중원구 금광동 3755번지,37.44534301,127.1594298
대현실업,경기도 성남시,일반,0,478,15,소기업,19971122,도시지역 / 주거지역 / 준주거지역,대,편조의복 제조업,14300,쉐타,31,13165,,경기도 성남시 중원구 금광동 2500번지 래미안금광,37.45083374,127.1726782
대호실업,경기도 성남시,일반,193,150,18,소기업,19901020,도시지역 / 주거지역 / 제2종일반주거지역,대,편조의복 제조업,14300,의류,031-749-7087,13177,경기도 성남시 중원구 광명로347번길 11,경기도 성남시 중원구 금광동 3627번지,37.44707781,127.1640346
(주)에코그린텍,경기도 성남시,일반,295.17,88,3,소기업,20100805,도시지역 / 상업지역 / 근린상업지역,대,일반용 전기 조명장치 제조업 외 3 종,"28422, 31920, 31991, 33309","하이브리드가로등, 자가발전운동기구",031-706-8990,13511,경기도 성남시 분당구 판교로715번길 3,경기도 성남시 분당구 야탑동 149-9번지 사이언스빌딩 4층,37.40524635,127.1520184
(주)우림코리아,경기도 성남시,일반,96.757,129.3,2,소기업,20170123,도시지역 / 상업지역 / 근린상업지역,대,전동기 및 발전기 제조업 외 3 종,"28111, 28202, 28422, 28423","배터리,ESS,태양광,LED조명기기",031-708-7889,13510,경기도 성남시 분당구 판교로 744,경기도 성남시 분당구 야탑동 145번지 분당테크노파크 C동 306-1호,37.40462453,127.1551398
(주)이네테크,경기도 성남시,일반,184.41,92.21,8,소기업,20070419,도시지역 / 녹지지역 / 보전녹지지역,대,컴퓨터 프린터 제조업,26323,"프린터 카트리지, 토너",031-701-1220,13510,경기도 성남시 분당구 새나리로 6,경기도 성남시 분당구 야탑동 129번지 (새나리길2) 2층,37.40452975,127.156643
(주)인셀바이오,경기도 성남시,일반,184.172,100,2,소기업,20170501,도시지역 / 상업지역 / 근린상업지역,대,그 외 기타 의료용 기기 제조업,27199,세포도말기,070-4290-4566,13516,경기도 성남시 분당구 판교로 700,경기도 성남시 분당구 야탑동 151번지 분당테크노파크 E동 805호,37.4041366,127.1516619
(주)정훈기공,경기도 성남시,일반,81.82,301,9,소기업,20010914,도시지역 / 상업지역 / 근린상업지역,대,기타 가정용 전기기기 제조업 외 2 종,"27199, 28111, 28519","미용기기,모타",031-707-1581,13511,경기도 성남시 분당구 판교로 723,경기도 성남시 분당구 야탑동 148번지 분당테크노파크 B동 906호,37.40563669,127.1529544
(주)에이샛,경기도 성남시,일반,298.2,78.2,17,소기업,20210209,도시지역 / 상업지역 / 근린상업지역,대,기타 무선 통신장비 제조업,26429,무선통신장비,070-4907-5833,13516,경기도 성남시 분당구 판교로 700,경기도 성남시 분당구 야탑동 151번지 분당테크노파크 E동 902호,37.4041366,127.1516619
(주)큐브피아,경기도 성남시,일반,267.45,108.9,30,소기업,20131225,도시지역 / 상업지역 / 일반상업지역,대,유선 통신장비 제조업 외 1 종,"26410, 58221","정보보호시스템 제조, 생산",031-701-4859,13494,경기도 성남시 분당구 대왕판교로 660,경기도 성남시 분당구 삼평동 670번지 유스페이스1 A동 302호,37.40057998,127.10688
(주)티앤알바이오팹,경기도 성남시,일반,0,55.3,4,소기업,20201119,도시지역 / 주거지역 / 준주거지역,대,디지털 적층 성형기계 제조업 외 1 종,"26323, 29222", ,031-431-3344,13487,경기도 성남시 분당구 판교로 242,경기도 성남시 분당구 삼평동 624번지 판교디지털센터 C동 801호,37.40235435,127.1010971
(주)한컴아카데미,경기도 성남시,일반,478.11,50.8,10,소기업,20231012,도시지역 / 주거지역 / 준주거지역,대,무인 항공기 및 무인 비행장치 제조업 외 2 종,"26429, 27212, 31312","무인항공기(드론),정보통신장비, 소프트웨어 개발 분석 장비",031-622-7683,13493,경기도 성남시 분당구 대왕판교로644번길 49,경기도 성남시 분당구 삼평동 676번지 한컴타워 3층,37.40056175,127.1122807
아크랩스(주),경기도 성남시,일반,93.6,25,6,소기업,20160226,도시지역 / 주거지역 / 준주거지역,대,기타 무선 통신장비 제조업,26429,무선네트워크 장비,070-4285-7701,13486,경기도 성남시 분당구 판교로 253,경기도 성남시 분당구 삼평동 621번지 판교이노밸리 B동 404-A호,37.40328217,127.1009227
주식회사 썬웨이브텍(본사),경기도 성남시,일반,0,26.76,3,소기업,20210105,도시지역 / 주거지역 / 준주거지역,대,유선 통신장비 제조업 외 1 종,"26410, 26421","광 네트워크 장치, 유무선 광통신 장비",031-421-0457,13487,경기도 성남시 분당구 판교로228번길 17,경기도 성남시 분당구 삼평동 633번지 판교세븐벤처밸리2 1동 10층,37.40017462,127.1015719
(주)스타네트웍스,경기도 성남시,일반,98.176,50,20,소기업,20180517,도시지역 / 상업지역 / 근린상업지역,대,기타 음향기기 제조업 외 1 종,"26421, 26529","순차전원분배기, 스피커",031-726-6644,13511,경기도 성남시 분당구 판교로 697,경기도 성남시 분당구 야탑동 150번지 분당테크노파크 A동 1층 102호,37.40550474,127.1510002
(주)싸이몬,경기도 성남시,일반,125.6,484.65,11,소기업,20190222,도시지역 / 상업지역 / 근린상업지역,대,배전반 및 전기 자동제어반 제조업 외 5 종,"26310, 27212, 27215, 27216, 28123, 28422","배저반, 전기자동제어, 회로제조",031-778-3000,13503,경기도 성남시 분당구 벌말로 48,경기도 성남시 분당구 야탑동 272-1번지 지층,37.41206614,127.1387882
(주)씨티랩,경기도 성남시,일반,292.623,328.2,12,소기업,20160304,도시지역 / 상업지역 / 근린상업지역,대,전구 및 램프 제조업 외 2 종,"28410, 28422, 28423","LED램프, 등기구",070-7842-9222,13510,경기도 성남시 분당구 판교로 744,"경기도 성남시 분당구 야탑동 145번지 분당테크노파크C동 C동 501호, 501-1호, 501-2호",37.40462453,127.1551398
(주)아리케이,경기도 성남시,일반,301.82,152,11,소기업,20180118,도시지역 / 상업지역 / 근린상업지역,대,배전반 및 전기 자동제어반 제조업,28123,컨트롤제어관,031-704-3491,13511,경기도 성남시 분당구 판교로 723,경기도 성남시 분당구 야탑동 148번지 분당테크노파크 B동 401호,37.40563669,127.1529544
(주)아이엔이테크,경기도 성남시,일반,185.311,192.39,12,소기업,20160510,도시지역 / 상업지역 / 근린상업지역,대,일반용 전기 조명장치 제조업,28422,LED조명,02-419-4788,13516,경기도 성남시 분당구 판교로 700,"경기도 성남시 분당구 야탑동 151번지 분당테크노파크D동 D동 802, 802-1호",37.4038895,127.1503976
(주)에비오시스 테크놀러지스,경기도 성남시,일반,301.82,196.99,55,중기업,20220225,도시지역 / 상업지역 / 근린상업지역,대,항공기용 부품 제조업 외 2 종,"26410, 26429, 31322",항공기용 부품 제조,070-4863-8953,13511,경기도 성남시 분당구 판교로 723,"경기도 성남시 분당구 야탑동 148번지 분당테크노파크B동 903, 903-1호",37.40563669,127.1529544
주식회사 세스플래닛,경기도 성남시,일반,299.26,218.04,8,소기업,20221006,도시지역 / 상업지역 / 근린상업지역,"대, 대",전기경보 및 신호장치 제조업 외 1 종,"28901, 29194","불꽃감지기,분사기 및 소화기 제조업",031-781-1401,13516,경기도 성남시 분당구 판교로 700,경기도 성남시 분당구 야탑동 151번지 분당테크노파크 E동 2층 207-1호 외 1필지,37.4041366,127.1516619
주식회사 우노솔루션즈,경기도 성남시,창업,80.922,123.907,3,소기업,20211228,도시지역 / 상업지역 / 근린상업지역,대,일반용 전기 조명장치 제조업 외 1 종,"27212, 28422","LED 조명기구, 시정계",02-2038-4455,13511,경기도 성남시 분당구 판교로 723,경기도 성남시 분당구 야탑동 148번지 분당테크노파크 B동 7층 702-1호,37.40563669,127.1529544
주식회사 투비스마트,경기도 성남시,창업,70.3,42,4,소기업,20230412,도시지역 / 상업지역 / 근린상업지역,대,컴퓨터 제조업 외 1 종,"26310, 26329","키오스크, 스마트사물함",031-1577-3119,13438,경기도 성남시 중원구 양현로 409,경기도 성남시 중원구 여수동 190번지 어반스퀘어 10층 1006호,37.41712362,127.1274178
에스에이치테크,경기도 성남시,일반,0,30,2,소기업,20150327,도시지역 / 주거지역 / 제3종일반주거지역,대,기타 무선 통신장비 제조업 외 2 종,"26429, 28901, 28903","교통음향신호기, 교통시설물",070-8886-7880,13406,경기도 성남시 중원구 둔촌대로268번길 7,경기도 성남시 중원구 하대원동 154번지 1층 6호,37.42827454,127.1483176
(주)메덱스,경기도 성남시,일반,185,155,5,소기업,20110718,도시지역 / 주거지역 / 준주거지역,대,그 외 기타 분류 안된 화학제품 제조업 외 1 종,"20495, 20499",잔류항생물질검사시약,031-628-3900,13488,경기도 성남시 분당구 대왕판교로 700,경기도 성남시 분당구 삼평동 694-1번지 코리아바이오파크 B동 5층,37.40357684,127.1054633
(주)스마티,경기도 성남시,일반,132.4,66.2,10,소기업,20220712,도시지역 / 주거지역 / 준주거지역,대,"유인 항공기, 항공우주선 및 보조장치 제조업 외 2 종","26429, 31311, 31312",드론(초경량무인비행장치),031-703-0961,13494,경기도 성남시 분당구 판교역로 221,"경기도 성남시 분당구 삼평동 672번지 투썬월드빌딩 1층 110호, 111호",37.40073124,127.1090033
(주)씨에스에너텍,경기도 성남시,일반,450.5,152.99,34,소기업,20141105,도시지역 / 주거지역 / 준주거지역,대,그 외 기타 전자부품 제조업 외 1 종,"26295, 26299","BMS, ESS30",031-622-3338,13487,경기도 성남시 분당구 판교로228번길 15,경기도 성남시 분당구 삼평동 625번지 판교세븐벤처밸리1 3층,37.4016776,127.100886
